key,short_key,longitude,latitude,altitude,description,title,mp3name,mp3seconds,city,country,continent,human_sounds,animal,music,natural_sounds,channel_environment_and_background,sounds_of_things,source_ambiguous_sounds
aporee_30507_35105,35105,78.638210892677,25.34394845929,214.0,"Inside the King's cenotaph, one can hear a ballet of birds coming in and out.","Tikamgarh, Madhya Pradesh, Inde - Birds ballet",Orchhacnotaphes2.mp3,124.2272,Orchha,India,Asia,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
aporee_15963_18533,18533,121.56691521406,25.035420560969,22.0,"SoundWalk,Binaural recordings , ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121102-8) , recorded by Wu,Tsancheng","Taipei,Taiwan - SoundWalk",SoundMap201211028.mp3,85.0592,Taipei,China,Asia,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
aporee_13470_15721,15721,4.4980020325991,51.901192428343,4.0,"markt geluid, entree winkel, kuikentjes, kinderen, ara's, telefoon, vogelafdeling, muisjes<br /><br />market sound, entrance shop, little pullets, children, aras,telephone,birds department, little mice",dierenwinkel Pretorius / animal shop Pretorius,entreedierenwinkelPretorius.mp3,156.02938775510205,Rotterdam,Netherlands,Europe,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_21988_25542,25542,-3.0973505973816,55.512999940697,,"A fine Scots song, 'Oh But I'm Weary', sung during the final Tweed session at the Gordon Arms Hotel, Yarrow on 12 January 2014.<br /><br />Recorded by James Wyness for 'Working the Tweed', an arts-science collaboration supported by Creative Scotland for Year of Natural Scotland 2013.<br /><br />www.workingthetweed.co.uk","Yarrow, Scottish Borders, UK - Traditional music session",ohbutImweary.mp3,126.7187,Innerleithen,United Kingdom,Europe,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aporee_17944_20849,20849,121.51763767004,25.036574903239,8.0,"Commemorate the Tiananmen Incident., Sony PCM D50 + Soundman OKM II , ( SoundMap20120604-30) , recorded by Wu,Tsancheng","National Chiang Kai-shek Memorial Hall,Taipei - Freedom Square",SoundMap2012060430.mp3,146.0672,Taipei,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
aporee_39513_45166,45166,-0.1003360748291,51.507627289926,6.0,Turbine Hall - Superflex One Two Three Swing installation. http://www.tate.org.uk/whats-on/tate-modern/exhibition/hyundai-commission-superflex<br /><br />Recorded from directly under the large swinging silver ball in the massive Turbine Hall. Many children having great fun on the huge swings.<br /><br />Recorded on a Zoom H5.,"Tate Modern, London SE1, UK - Turbine Hall - Superflex One Two Three Swing.",2018032605TurbineHallHyundaiCommissionSuperflexOneTwoThreeSwing.mp3,155.6163125,City of London,United Kingdom,Europe,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_13468_15718,15718,4.4982477886772,51.900698288993,4.0,"de maisverkoper, fluitende marktkoopman, vriend!<br /><br />the mais seller, whistling market salesman, friend!",markt pretoriusstraat woensdag - markt pretoriusstraat woensdag /market,marktpretoriusstrwoensdag.mp3,79.28163265306122,Rotterdam,Netherlands,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_30617_35223,35223,152.4586057663,-32.2495933606,13.0,"Imagine, Coomba Park. Early morning recording of birds, farm animals and water pump. Recorded on a Zoom H1 stereo recorder.","Coomba Park NSW 2428, Australia - Imagine Early Morning",ImagineEarlyMorning.mp3,72.79503401360545,Forster,Australia,Oceania,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_31777_36500,36500,-79.542753696442,43.842373785509,234.0,"Binaural recording. Zoom H4n, two mini omni directional microphones.","Vaughan, ON, Canada, (Roller coaster) - Roller Coaster in Wonderland.",MD217006RD01.mp3,107.48607709750569,Vaughan,Canada,North America,1.0,0.0,0.0,0.7,0.0,1.0,0.8,0.0
aporee_17466_20325,20325,-4.9830400943756,34.062907923079,368.0,children chanting. sony MS mic. dat recorded,"Tlaa, Fes, Morocco - Koran school",feskoranschool.mp3,46.068390022675736,Fes,Morocco,Africa,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_12106_14196,14196,5.36318421364,43.7647658001,216.0,Two singers entertaining the people on the market,Market day in Lourmarin,LourmarinMarcheChanteursII2392011.mp3,179.51090702947846,Lourmarin,France,Europe,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_28151_32437,32437,14.420770704746,50.087302596723,203.0,Bells at 1 pm on a Saturday,Town Hall - Town Hall Bells,townhall150601.mp3,94.0592,Stare Mesto,Czechia,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_11567_13620,13620,4.35581624508,50.8407984287,56.0,"Brussels, The Sablon Church, the bells","Brussels, The Sablon Church, the bells",JMCharcot10113002EgliseduSablon.mp3,142.6936961451247,Brussels,Belgium,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_28145_32428,32428,8.1996899843216,53.133757185178,11.0,"preparation for the Brunnenlauf, a public annual marathon, kids run will start soon.<br />(Sony PCM D50, Primo EM172)","Hauptstr., Oldenburg - Brunnenlauf, preparation for public marathon",oldenburgHauptstrBrunnenlauf150607.mp3,165.00149659863945,Oldenburg,Germany,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_15772_18337,18337,121.55184924603,25.064431354503,13.0,"Airport, The top floor of the platform,Children ,Binaural recordings , ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121109-24 ) , recorded by Wu,Tsancheng","Taipei Songshan Airport (TSA), Taiwan - Airport",SoundMap2012110924.mp3,130.0592,Taipei,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_45008_51138,51138,17.737319464656,54.76479975865,27.0,an insect beating its wing on a wooden plank. light rain and drops falling from roof and trees after a downpour. (roland r-07),"Sasino, summerhouse at Malinowa Road - wing",insecwing.mp3,165.0,Choczewo,Poland,Europe,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_4350_5718,5718,6.95255264639854,50.9847852816386,45.0,flee market in the early afternoon - talks and sounds while packing<br /><br />soundmap nrw: social ambiences/ listen to the people in & outdoor topographic field recordings,"cologne, scheibenstreet, horse race track, parking area, flee market",KlnWeidenpeschRennbahnFlohmarkt.mp3,148.40695833333334,Nippes,Germany,Europe,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_10532_12525,12525,16.6115427017,49.1936381351,223.0,"streetmusic with firemens, dance on the street, talks in the background",Brno city firemen streetmusic,R090057tuzoltozene.mp3,103.80480725623585,Brno,Czechia,Europe,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
aporee_13722_16001,16001,15.633735030456,46.569246188939,286.0,"Maribor Biotech school, students practising in the morning, school yard ambience.<br />(SD702, DPA4060)","Maribor, Biotech school - morning sports",mariborBiotechSchoolSport290512.mp3,150.01045351473925,Maribor,Slovenia,Europe,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
aporee_17458_20317,20317,121.78419291973,25.14587704729,8.0,"In the park,Traffic noise,The child is skateboarding,Ambulance traveling through, Sony PCM D50 + Soundman OKM II , ( SoundMap20120624- 68) , recorded by Wu,Tsancheng",台灣碧砂公園 - 碧砂公園,SoundMap2012062468.mp3,88.0592,Keelung,China,Asia,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
aporee_18672_21678,21678,120.30258893967,22.638039501739,5.0,"Buskers,Sony ECM-MS907,Sony Hi-MD MZ-RH1 (SoundMap20120225-15), recorded by Wu,Tsancheng",Kaohsiung Main Station - Buskers,Soundmap2012022515.mp3,84.0512,Kaohsiung,China,Asia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aporee_7600_9347,9347,-2.21609205008,55.3050446269,301.0,Birds and single blast at checkpoint near gated road at Cocklaw Green.,Otterburn Artillery Range - armored field post,camoboxandsingleblast.mp3,122.9845,Rochester,United Kingdom,Europe,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_15905_18472,18472,121.56206980348,25.031297647746,18.0,"in the park,Creative Market,Binaural recordings , ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121104-47) , recorded by Wu,Tsancheng","四四南村, Xìnyì Rd, Xinyi District, Taipei City - Creative Market",SoundMap2012110447.mp3,80.0000625,Taipei,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_11102_13120,13120,-6.273453,53.348013,21.0,"A public square in Dublin, Smithfield, that is supposed to be a quiet space, but is constantly under construction. Teenagers from the are that I have worked with have no memory of this square without the sounds of construction.","Smithfield, Dublin, Ireland",SmithfieldSquareandLuas.mp3,149.790125,Rialto,Ireland,Europe,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
aporee_38007_43480,43480,8.5705858469009,50.049619756759,111.0,Airport train between terminals.,"Terminal 1, 60549 Frankfurt am Main, Allemagne - Sky Line",2015122902FrankfurttransferttrainterminalAtarminalC.mp3,109.81514739229024,Kelsterbach,Germany,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_18620_21623,21623,120.35295009613,22.632406254296,13.0,"inside the Trains,Sony Hi-MD MZ-RH1,Rode NT4 (SoundMap20120225-8), recorded by Wu,Tsancheng","Fengshan,kaohsiung - inside the Trains",SoundMap201202258.mp3,126.07015,Fengshan,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_17261_20100,20100,121.51792868972,25.04790996717,12.0,"Taipei Main Station, MRT station entrances,Sony PCM D50 + Soundman OKM II , (SoundMap20120516-2), recorded by Wu,Tsancheng(http://www.soundandtaiwan.com)","Taipei,Taiwan - Taipei Main Station",Soundmap201205162.mp3,140.0672,Taipei,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_9440_11340,11340,4.34992611408,50.8450055245,31.0,"Brussels, Manneken Pis<br />","Brussels, Manneken Pis",JMCharcotMannekenPis.mp3,176.09079365079364,Brussels,Belgium,Europe,1.0,0.0,0.2,1.0,0.0,1.0,1.0,1.0
aporee_31674_36387,36387,-75.777533054352,45.338134818617,84.0,Sounds a bit like a stampede of kids. Lots of noise.<br />Recorded on Sharp 722 portable MD recorder.Stereo mini condenser microphones.,"Ottawa, ON, Canada (school kids) - Kids going to classroom in the morning.",MD113008RD01.mp3,143.96072562358276,Bells Corners,Canada,North America,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_19104_22156,22156,121.47729456425,25.062285971848,1.0,"Square in front of the temple, a group of people are singing, Rode NT4+Zoom H4n (SoundMap20120212-2), recorded by Wu,Tsancheng","Erchong Floodway,Sanzhong District, New Taipei City - singing",SoundMap201202122.mp3,100.0592,Banqiao,China,Asia,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_11211_13225,13225,27.5023627281,58.1459105627,30.0,made during a late May night time field recording excursion to the Rapina Polder,"Rapina Polder evening soundscape, Estonia",drainageditchsoundscape.mp3,162.3160090702948,Rapina,Estonia,Europe,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_1795_2575,2575,13.4299278259,52.49509319,38.0,"the city, the country & me: june 9, 2008","berlin, ohlauer straße: fanmeile, club49 - the city, the country & me: public viewing of the european football championship 2008 at club49",CityCountryMefanmeileclub49001.mp3,157.003875,Berlin Treptow,Germany,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_27920_32181,32181,-87.935136258602,43.104254323382,195.0,Project - A Moment Of Silence Milwaukee 2015<br />http://aporee.org/maps/work/projects.php?project=amomentofsilencemke2015<br />Conflicting incident location of 1900 W. Hampton or 4600 N. 18th.<br />corner store,"Milwaukee20150506-1931_Corteze D. Winston - male, 25, Black, shot",AMOSMKE201505061931.mp3,90.01245833333333,Glendale,United States,North America,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_29764_34233,34233,-6.4336109161377,54.12180965834,565.0,Recorded onto a Marantz PMD661 using its shitty internal mics.,"Newry and Mourne, UK - Slieve Gullion - South Cairn Tomb - Winter Solstace",SlieveGullionSouthCairnTombSolstace1.mp3,168.22884353741497,Newry,United Kingdom,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_16006_18578,18578,121.50026500225,25.033324490659,6.0,"In the train station platform,Binaural recordings , ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121031-18) , recorded by Wu,Tsancheng","Taipei,Taiwan - In the train station platform",SoundMap2012103118.mp3,70.0592,Taipei,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_5008_6415,6415,6.94057792425156,50.9309155245565,57.0,"people and dogs, traffic and a passing by tram <br /><br />soundmap nrw - social ambiences and topographic field recordings","cologne, zülpicher platz",KlnZlpicherPlatz.mp3,116.69296875,Neustadt/Sued,Germany,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_44262_50336,50336,16.913205910906,52.408083075352,84.0,"the tram station under Kaponiera traffic circle is a big, hollow, concrete space. Rather brutal space with a lot of reverberation. recorded on one of the platforms. the high-pitched sound comes from one of the ticket machines. escalator wail, traffic above, a few commuters passing by. (roland r-07)<br />","Rondo Kaponiera, underground tram station - tram station ambience",caponierastop.mp3,165.18622916666666,Poznan,Poland,Europe,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_6517_8070,8070,13.5775056481361,52.5380203195241,53.0,"little girl and her father having fun at a fountain<p>the city, the country & me: april 2, 2010</p>","marzahn, gärten der welt: brunnen - the city, the country & me: gardens of the world at marzahn recreational park, fountain",CityCountryMemarzahnGaertenDerWeltbrunnen.mp3,73.19909375,Marzahn,Germany,Europe,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
aporee_14102_16431,16431,4.5002459114303,51.899469669542,3.0,een mix van stemmen en muziek op de markt<br /><br />a mix of voices and music on the market,muzikale marktstemmen / musical market voices,muzikalemarktkoopmannen.mp3,102.13877551020408,Rotterdam,Netherlands,Europe,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
aporee_33272_38257,38257,8.0527693033218,47.391614784882,386.0,Commuters check their tickets while hurrying to the local trains,"Main Station, Aarau, Schweiz - Sounds of Tickets",1602030299.mp3,161.7273,Aarau,Switzerland,Europe,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_29731_34199,34199,2.3631978034973,48.889785016496,56.0,demonstration & talks following the intervention of the police against the migrants rue Pajol.,"La Chapelle, Paris, France - hymne des sans papiers et des réfugiés",hymnedessanspapiers.mp3,127.95415,Saint-Ouen,France,Europe,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
aporee_20172_23482,23482,13.763122558594,-18.119749966946,1228.0,"Young Himba woman singing, and Himba guide introducing us to the people.","Kunene, Namibia a village close to Opuwo. - HIMBA village",himbalungo.mp3,128.82684807256237,Opuwo,Namibia,Africa,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
aporee_16057_18632,18632,121.51769131422,25.034460625968,11.0,"walking in the MRT station,,Binaural recordings , ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121028-11) , recorded by Wu,Tsancheng","Taipei,Taiwan - SoundWalk",SoundMap2012102811.mp3,115.2752,Taipei,China,Asia,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_31065_35747,35747,32.285513877869,-0.32315082885628,1258.0,Recorded by Andrzej Maciejewski (www.klotzekstudio.com) on Sharp 722 portable MD recorder.Stereo mini condenser microphones.,"Kalangala, Uganda - Pentecostal Church in Kalangala (singing).",MD171003RD01.mp3,115.08,Kalangala,Uganda,Africa,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_380_4397,4397,13.4210121631622,52.4957120955825,38.0,"17.02.2009 13:00 krishna's disciples singing, dog attending. recorded with a mobile phone.",Muenzfernsprecher Ankerklause - hare krishna (mobile phone rec.),ankerklauseFersprecherPhone170209.mp3,88.63879166666666,Bezirk Kreuzberg,Germany,Europe,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_33356_38363,38363,2.3556017875671,48.880634736002,,"Gare Du Nord, Paris.<br />Zoom H4N","St Vincent de Paul, 75010 Paris, France - Inside Gare Du Nord, Paris.",InsideGareduNordParis2.mp3,133.1839455782313,Paris,France,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_30530_35129,35129,-87.947672903538,43.008625075402,202.0,Project - A Moment Of Silence Milwaukee 2015<br />http://aporee.org/maps/work/projects.php?project=amomentofsilencemke2015<br /><br />City count excludes vehicular homicides.<br />traffic,"Milwaukee20151117-1715_David R. Montanez - male, 64, Hispanic, hit-and-run*",AMOSMKE201511171715.mp3,90.02439583333333,West Milwaukee,United States,North America,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_12680_14863,14863,4.33803856373,50.7870890917,54.0,"Kids playing nearby with firecrackers and a woman with two small dogs. No rest for wild species..<br />SD-702, Me-64, NOS.","Brussels, Kinsendael natural reserve, fireccracker and dogs",FlavienGillie769pe769tardetchiens120110T13.mp3,78.71473922902494,Linkebeek,Belgium,Europe,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
aporee_18616_21619,21619,120.36055147648,22.63109167288,15.0,"Level crossing,Train traveling through,Sony Hi-MD MZ-RH1,Rode NT4 (SoundMap20120225-3), recorded by Wu,Tsancheng","Fengshan,kaohsiung - Level crossing",SoundMap201202253.mp3,130.066875,Fengshan,China,Asia,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_36891_42274,42274,-0.12832760810852,51.49111525697,10.0,Recorded halfway up the stairs that feature the David Tremlett artwork. At about 01:45 there is the sound of a helicopter flying overhead. The louder noise towards the end is the sound of a refreshments trolly being wheeled past the entrance to the Queer British Art 1861 - 1967 exhibition. Recorded on a Zoom H2n.,Tate Britain - Stairs Featuring David Tremlett,20170615TateBritain.mp3,160.132625,City of Westminster,United Kingdom,Europe,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
aporee_16131_18716,18716,121.53279751539,25.051094386043,17.0,"Traffic Noise,Binaural recordings , ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121005-4) , recorded by Wu,Tsancheng",Sung Chiang - Traffic Noise,SoundMap201210054.mp3,102.0,Taipei,China,Asia,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_14689_17130,17130,13.022284576721,52.393500453676,34.0,"Villa des Herrn von Holst, Potsdam - LOCALIZE Festival, performance of John Cage's ""Radio Music"" by Simon Vincent. See http://www.localize-potsdam.de/localize-2011/kuenstler/simon-vincent/ or https://www.myspace.com/visionofsound. [I used the Hi-MD recorder Sony MZ-NH900 with external microphone Beyerdynamic MCE 82]","Geschwister-Scholl-Straße, Potsdam West, Potsdam, Deutschland - Villa des Herrn von Holst, Potsdam - LOCALIZE Festival, performance of John Cage's",20110624LOCALIZEPotsdamCage02PerformanceEXZERPT.mp3,110.43378684807256,Potsdam,Germany,Europe,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
aporee_2568_3560,3560,6.94759055972099,50.9375865291617,66.0,atmosphere in a local telephon shop - talks and mobile sounds plus clicks on computer keyboards<br /><br />soundmap nrw -  social ambiences - sound in public spaces - in & outdoor nearfield recordings,"cologne, richmodstrasse, verkaufsstelle telefonanbieter",KoelnRichmodstrasseTelefonanbieter.mp3,127.8995,Koeln,Germany,Europe,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
aporee_26861_30971,30971,12.254433631897,41.795664136917,6.0,"Inside airport terminal - passangers walking by, flight announcement, footsteps, music from restaurant","Fiumicino RM, Itaalia - Ambience of airport terminal",FiumicinoLS101044.mp3,158.86275,Fiumicino-Isola Sacra,Italy,Europe,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_20809_24154,24154,-71.616109907627,-33.048732178136,20.0,courtyard ambience recorded with two omni mics,"Iglesia Sagrados Corazones, Valparaíso, Chile - courtyard ambience of the Los Lagos cultural center",Lagoscourtyard.mp3,125.67854875283447,Valparaiso,Chile,South America,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_23654_27504,27504,6.128021478653,49.610379714828,303.0,"place revisited on my way back, even more youngsters around","Rue Philippe II, Uewerstad, Luxembourg - weekend ambience",luxembourgRuePhilippeII040714b.mp3,160.00739229024944,Luxembourg,Luxembourg,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_33273_38258,38258,8.0469167232513,47.391994288173,390.0,"Voices, a plane and other noises in front of a mall at Kasinostrasse.","Street, Mall, Aarau, Schweiz - Kasinostrasse",mallecke.mp3,138.69041666666666,Aarau,Switzerland,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_43678_49729,49729,16.91571924638,52.468127004994,97.0,a girl training her dog on an obstacle course. the area is located among garages so her enthusiastic shouts get reverberated of nearby walls. (roland r-07),"Poznan, Nad Rozanym Potokiem 8 - dog training",godtrain.mp3,180.0,Suchy Las,Poland,Europe,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_2221_3173,3173,6.99705719947815,51.1916259134443,135.0,"abladen von beladenen paletten mit elektrischem hubwagen und gabelstabler von einem lkw, mittags<br /><br />soundmap nrw:<br />social ambiences, topographic fieldrecordings","haan, zum alten güterbahnhof, baumarkt,, ausladen",haanbaumarktausladen.mp3,171.6285,Haan,Germany,Europe,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
aporee_16982_19775,19775,-8.0409622192383,54.049115799591,57.0,Took a stroll down to the ole' evening cattle mart in Drumshanbo. The auctioneers voice is like a meditative chant or a call to pray. I had never been to the mart before and soon noticed I was the only gal in the building (until the very end when a very well dressed nine year old mini-farmer came in with her dad).<br /><br />We sat and watched this fella auctioning cattle for about an hour and he didn't stop going once. The whole time he does his chant his leg beats up and down to the rhythm of his voice. Eventually I felt like getting up and doing a little dance. But I constrained myself.<br /><br />Recorded with a Zoom H4,"Drumshanbo, Co. Leitrim, Ireland - The Sunken Hum Broadcast 75 - The Meditative Sounds of The Drumshanbo Cattle Mart - 16 March 2013",TheSunkenHumBroadcast75TheMeditativeSoundsofTheDrumshanboCattleMart16March2013.mp3,120.02394557823128,Carrick-on-Shannon,Ireland,Europe,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
aporee_9769_11705,11705,24.7535276413,59.4385622109,12.0,"preschool kids play around Russian culture centre supervised by two kindergartners while workers repair the road. children, play, drill, Vene Kultuurikeskus","Tallinn, Mere puiestee 5  - kids and workers",T0419Merepuiestee.mp3,78.45710416666667,Tallinn,Estonia,Europe,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_1512_2084,2084,6.93727344274521,50.9448599015424,53.0,stereofeldaufnahmen im september 07 - morgens<br /><br />project: klang raum garten/ sound in public spaces - in & outdoor nearfield recordings<br />www.klangraumgarten.de,"cologne,stadtgarten, kinder am baum - cologne, stadtgarten, kinder am baum",KinderanliegendemBaumOst.mp3,94.57125,Neustadt/Nord,Germany,Europe,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
aporee_3095_4182,4182,139.642941355705,35.631451589543,51.0,sent by mail@seijimorimo... at 20.01.2009 20:51<br /><br />Pachinko is a Japanese gaming device used for amusement and prizes. more...http://en.wikipedia.org/wiki/Pachinko<br />,pachinko parlor,pachinko.mp3,153.2945,Tokyo,Japan,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_7795_9542,9542,-84.0625602007,42.2359469032,296.0,"Barn swallows flying in and out of the barns lower level, where their nests are.<br /><br />WLD, Grass Lake Sanctuary, phonography, Tom Mansell",Grass Lake Sanctuary - Barn Swallows,07181015UnderneathBarnSwallows.mp3,105.0677,Manchester,United States,North America,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_9399_11299,11299,14.4147920609,50.0670739226,192.0,Soundscape of a railway bridge and the river,Railway Bridge,naplavkadalib.mp3,179.9053,Vysehrad,Czechia,Europe,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_20217_23532,23532,121.48601979017,25.139935554931,23.0,"Fill pavement engineering,Binaural recordings ,Best with Headphone ,Sony PCM D50 + Soundman OKM II ( SoundMap20131028-3) , recorded by Wu,Tsancheng","Gangshan Rd., Beitou Dist. - Construction",SoundMap201310283.mp3,152.0672,Taipei,China,Asia,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_33347_38354,38354,4.5215432345867,50.729118648053,,"In the Genval yacht club, a small dinghy is boarding. There's a lot of wind in the sails. Seeing the recorder in a red toupee, someone is saying : it's a pokemon ?","Overijse, Belgique - Boat boarding",genvalembarquement040917h05.mp3,163.42525,Rixensart,Belgium,Europe,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_13572_15828,15828,-2.4509194446699,50.604438671336,5.0,part of monthly soundscapes exploring locality; http://51degreesnorth.bandcamp.com/album/newtons-cove,"Newtons Cove, Weymouth, Dorset, UK - Sitting on steps leading down to Newtons Cove",SittingonstepsleadingdowntoNewtonsCove.mp3,51.9117,Weymouth,United Kingdom,Europe,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_5550_7007,7007,15.2399039268494,38.218416338467,8.0,"sat. evening, crowded pizza restaurant, almost only teenagers around","milazzo, via alessandro manzoni - pizzeria, youngsters",pizzeriaMilazzo091017.mp3,90.028,Milazzo,Italy,Europe,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
aporee_26988_31111,31111,139.53562349081,35.308771312154,5.0,"Seaside at Kamakura. Windsurfers, children playing. Recorded with Zoom H2n.",Japonia - Kamakura Seaside,Distortedwaves42.mp3,136.48886621315194,Kamakura,Japan,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_14018_16339,16339,8.8084572906296,53.074755210299,19.0,At the tram and busstation Domsheide. The sound of a tram passing by and the conversation of local street people that gather at the street corner.<br /><br />soundmap d - social ambiences and topographic field recordings,"Altstadt, Bremen, Deutschland - bremen, domsheide, tram station",BremenCityHeideBusBahnsteig.mp3,96.134625,Bremen,Germany,Europe,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
aporee_22819_26482,26482,4.4228446483612,50.810124626795,70.0,"A woman at a window is giving chocolate to some workers on a construction site.<br />Tech Note : SD-702, AT-BP4025.","Watermael-Boitsfort, Belgique - Cité Floréal, un peu de chocolat?",20131210unpeudechocolat.mp3,106.96437641723357,Hoeilaart,Belgium,Europe,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_7781_9528,9528,-84.0651619434,42.2389315833,292.0,"A magical spot, as the pathway opens up the scenery to the expansive pond area. Just before you get there, stop and listen to all of the insects singing.<br />WLD, Phonography, Grass Lake Sanctuary",Grass Lake Sanctuary - Insects Near the Pond,07181004NearField3andPond.mp3,83.83015,Chelsea,United States,North America,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_10813_12817,12817,139.641490281,35.4429817957,10.0,Inside the talking hotel elevator. Driving some floors up and down.<br /><br />international city scapes - social ambiences and topographic field recordings,"yokohama, hotel elevator",YokohamaHotelElevatorLautsprecheransage.mp3,113.68890625,Yokohama,Japan,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_9248_11123,11123,77.7102094889,13.2005436158,904.0,behind the passport <br />control - a second recording of the same sitation - from a different angle<br /><br />inernational soundscapes - social ambiences and topopgraphic field recordings,"bangalor, karnataka, airport, custom hall",BangaloreAirportCustomControlbirds2.mp3,145.29886621315194,Devanhalli,India,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
